gene_name	description	ebi_biotype
PF3D7-0219700	GEXP20_Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-0219800	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-0219900	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0220000	LSA3_liver_stage_antigen_3	protein_coding
PF3D7-0220100	DnaJ_protein%2C_putative	protein_coding
PF3D7-0220200	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0220300	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0220400	MEC_domain-containing_protein%2C_pseudogene	pseudogene
PF3D7-0220500	Plasmodium_exported_protein_(hyp2)%2C_unknown_function	protein_coding
PF3D7-0220600	Plasmodium_exported_protein_(hyp9)%2C_unknown_function	protein_coding
PF3D7-0220700	Plasmodium_exported_protein_(hyp9)%2C_unknown_function	protein_coding
PF3D7-0220800	CLAG2_cytoadherence_linked_asexual_protein_2	protein_coding
PF3D7-0220900	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0221000	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0221100	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0221200	Plasmodium_exported_protein_(hyp15)%2C_unknown_function	protein_coding
PF3D7-0221300	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0221400	PIR_protein	protein_coding
PF3D7-0221500	Pfmc-2TM_Maurer's_cleft_two_transmembrane_protein%2C_pseudogene	pseudogene
PF3D7-0221600	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0221650	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0221700	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0221800	hypothetical_protein	protein_coding
PF3D7-0221900	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-0222000	EPF1_exported_protein_family_1	protein_coding
PF3D7-0222100	MC-2TM_Pfmc-2TM_Maurer's_cleft_two_transmembrane_protein	protein_coding
PF3D7-0222200	EPF3_Plasmodium_exported_protein_(hyp4)%2C_unknown_function	protein_coding
PF3D7-0222300	EPF4_Plasmodium_exported_protein_(hyp5)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0222400	RIF_PIR_protein%2C_pseudogene	pseudogene
PF3D7-0222500	RIF_PIR_protein	protein_coding
PF3D7-0222600	RIF_PIR_protein	protein_coding
PF3D7-0222700	RIF_PIR_protein	protein_coding
PF3D7-0222800	PIR_protein	protein_coding
PF3D7-0222900	VAR_erythrocyte_membrane_protein_1_(PfEMP1)%2C_exon_2%2C_pseudogene	pseudogene
PF3D7-0223100	RIF_PIR_protein	protein_coding
PF3D7-0223200	RIF_PIR_protein	protein_coding
PF3D7-0223300	erythrocyte_membrane_protein_1_(PfEMP1)%2C_exon_2	protein_coding
PF3D7-0223400	RIF_PIR_protein	protein_coding
PF3D7-0223500	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0300100	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0300200	RIF_PIR_protein	protein_coding
PF3D7-0300300	VAR_erythrocyte_membrane_protein_1_(PfEMP1)%2C_exon_2%2C_pseudogene	pseudogene
PF3D7-0300400	PIR_protein	protein_coding
PF3D7-0300500	RIF_PIR_protein	protein_coding
PF3D7-0300600	Plasmodium_exported_protein%2C_unknown_function%2C_fragment	protein_coding
PF3D7-0300700	RIF_PIR_protein	protein_coding
PF3D7-0300800	RIF_PIR_protein	protein_coding
PF3D7-0300900	PIR_protein	protein_coding
PF3D7-0301000	ACS2_acyl-CoA_synthetase	protein_coding
PF3D7-0301100	Plasmodium_exported_protein_(hyp13)%2C_unknown_function	protein_coding
PF3D7-0301200	FIKK3_serine/threonine_protein_kinase%2C_FIKK_family	protein_coding
PF3D7-0301300	EH1_epoxide_hydrolase_1	protein_coding
PF3D7-0301400	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0301500	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0301600	GEXP21_Plasmodium_exported_protein_(hyp1)%2C_unknown_function	protein_coding
PF3D7-0301700	PTP7_EMP1_trafficking_protein_PTP7	protein_coding
PF3D7-0301800	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0301900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0302000	PRP46_pre-mRNA-splicing_factor_PRP46%2C_putative	protein_coding
PF3D7-0302100	SRPK1_serine/threonine_protein_kinase	protein_coding
PF3D7-0302200	CLAG3.2_cytoadherence_linked_asexual_protein_3.2	protein_coding
PF3D7-0302300	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-0302400	non-coding_RNA	ncRNA
PF3D7-0302500	CLAG3.1_cytoadherence_linked_asexual_protein_3.1	protein_coding
PF3D7-0302600	ABCB4_ABC_transporter_B_family_member_4%2C_putative	protein_coding
PF3D7-0302700	CDGSH_iron-sulfur_domain-containing_protein%2C_putative	protein_coding
PF3D7-0302800	RNA-binding_protein%2C_putative	protein_coding
PF3D7-0302900	exportin-1%2C_putative	protein_coding
PF3D7-0303000	NSF_N-ethylmaleimide-sensitive_fusion_protein	protein_coding
PF3D7-0303100	CLP1_P-loop_domain-containing_protein%2C_putative	protein_coding
PF3D7-0303200	lipin%2C_putative	protein_coding
PF3D7-0303300	RPB6_DNA-directed_RNA_polymerases_I%2C_II%2C_and_III_subunit_RPABC2%2C_putative	protein_coding
PF3D7-0303400	DHHC1_palmitoyltransferase_DHHC1	protein_coding
PF3D7-0303500	spindle_pole_body_protein%2C_putative	protein_coding
PF3D7-0303600	Plrx_plasmoredoxin	protein_coding
PF3D7-0303700	BCKDH-E2_lipoamide_acyltransferase_component_of_branched-chain_alpha-keto_acid_dehydrogenase_complex	protein_coding
PF3D7-0303800	IBR_domain_protein%2C_putative	protein_coding
PF3D7-0303900	phosphatidylethanolamine-binding_protein%2C_putative	protein_coding
PF3D7-0304000	IMC1a_inner_membrane_complex_protein_1a%2C_putative	protein_coding
PF3D7-0304100	IMC1e_inner_membrane_complex_protein_1e%2C_putative	protein_coding
PF3D7-0304200	EHD_EH_domain-containing_protein	protein_coding
PF3D7-0304300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0304400	RPL44_60S_ribosomal_protein_L44	protein_coding
PF3D7-0304500	GLP1_1-cys-glutaredoxin-like_protein-1	protein_coding
PF3D7-0304600	CSP_circumsporozoite_(CS)_protein	protein_coding
PF3D7-0304700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0304800	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0304900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0305000	EF-Ts_elongation_factor_Ts	protein_coding
PF3D7-0305100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0305200	GRIP_domain-containing_protein%2C_putative	protein_coding
PF3D7-0305300	transporter%2C_putative	protein_coding
PF3D7-0305400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0305500	protein_dopey_homolog%2C_putative	protein_coding
PF3D7-0305600	APE1_DNA-(apurinic_or_apyrimidinic_site)_endonuclease	protein_coding
PF3D7-0305700	ubiquitin-conjugating_enzyme_MMS2%2C_putative	protein_coding
PF3D7-0305800	P-loop_containing_nucleoside_triphosphate_hydrolase%2C_putative	protein_coding
PF3D7-0305900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0306000	QCR8_cytochrome_b-c1_complex_subunit_8%2C_putative	protein_coding
PF3D7-0306100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0306200	AHA1_activator_of_Hsp90_ATPase	protein_coding
PF3D7-0306300	GRX1_glutaredoxin_1	protein_coding
PF3D7-0306400	FAD-dependent_glycerol-3-phosphate_dehydrogenase%2C_putative	protein_coding
PF3D7-0306500	COX6C_cytochrome_c_oxidase_subunit_ApiCOX35%2C_putative	protein_coding
PF3D7-0306600	ATPTG17_ATP_synthase-associated_protein%2C_putative	protein_coding
PF3D7-0306700	EMC5_ER_membrane_protein_complex_subunit_5%2C_putative	protein_coding
PF3D7-0306800	CCT2_T-complex_protein_1_subunit_beta	protein_coding
PF3D7-0306900	40S_ribosomal_protein_S23%2C_putative	protein_coding
PF3D7-0307000	small_nucleolar_RNA_snoR03	snoRNA
PF3D7-0307100	RPS12_40S_ribosomal_protein_S12%2C_putative	protein_coding
PF3D7-0307200	60S_ribosomal_protein_L7%2C_putative	protein_coding
PF3D7-0307300	EB1_end-binding_protein_1	protein_coding
PF3D7-0307400	ClpP_ATP-dependent_Clp_protease_proteolytic_subunit	protein_coding
PF3D7-0307500	SKA2_spindle_and_kinetochore-associated_protein_2%2C_putative	protein_coding
PF3D7-0307600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0307700	AKIT10_apicomplexan_kinetochore_protein_10%2C_putative	protein_coding
PF3D7-0307800	PDZ_domain-containing_protein%2C_putative	protein_coding
PF3D7-0307900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0308000	DNA_polymerase_delta_small_subunit%2C_putative	protein_coding
PF3D7-0308100	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0308200	CCT7_T-complex_protein_1_subunit_eta	protein_coding
PF3D7-0308300	PIC4_PhIL1-interacting_candidate_PIC4	protein_coding
PF3D7-0308400	U4_spliceosomal_RNA	snRNA
PF3D7-0308500	activator_of_Hsp90_ATPase%2C_putative	protein_coding
PF3D7-0308600	PRPF19_pre-mRNA-processing_factor_19%2C_putative	protein_coding
PF3D7-0308700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0308800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0308900	SF3B1_splicing_factor_3B_subunit_1%2C_putative	protein_coding
PF3D7-0309000	YVH1_dual_specificity_protein_phosphatase	protein_coding
PF3D7-0309100	OMD_OMD_protein%2C_putative	protein_coding
PF3D7-0309200	ARK2_serine/threonine_protein_kinase_ARK2%2C_putative	protein_coding
PF3D7-0309300	N2227-like_protein%2C_putative	protein_coding
PF3D7-0309400	small_nucleolar_RNA_Me18S-Um1356	snoRNA
PF3D7-0309500	AS_asparagine_synthetase_[glutamine-hydrolyzing]%2C_putative	protein_coding
PF3D7-0309600	PfP2_60S_acidic_ribosomal_protein_P2	protein_coding
PF3D7-0309700	SBP2_SECIS-binding_protein_2%2C_putative	protein_coding
PF3D7-0309800	YTH2_YTH_domain-containing_protein_2	protein_coding
PF3D7-0309900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0310000	50S_ribosomal_protein_L9%2C_apicoplast%2C_putative	protein_coding
PF3D7-0310100	CDPK3_calcium-dependent_protein_kinase_3	protein_coding
PF3D7-0310200	phd_finger_protein%2C_putative	protein_coding
PF3D7-0310300	phosphoglycerate_mutase%2C_putative	protein_coding
PF3D7-0310400	PIESP1_parasite-infected_erythrocyte_surface_protein	protein_coding
PF3D7-0310500	DHX57_ATP-dependent_RNA_helicase_DHX57%2C_putative	protein_coding
PF3D7-0310600	EIF3K_eukaryotic_translation_initiation_factor_3_subunit_K%2C_putative	protein_coding
PF3D7-0310700	TRAPPC4_trafficking_protein_particle_complex_subunit_4%2C_putative	protein_coding
PF3D7-0310800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0310900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0311000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0311100	pre-mRNA_splicing_factor%2C_putative	protein_coding
PF3D7-0311200	valine--tRNA_ligase%2C_putative	protein_coding
PF3D7-0311300	phosphatidylinositol_3-_and_4-kinase%2C_putative	protein_coding
PF3D7-0311400	PKRP_kinase-related_protein_PKRP%2C_putative	protein_coding
PF3D7-0311500	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0311600	OST1_dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_OST1%2C_putative	protein_coding
PF3D7-0311700	PM6_plasmepsin_VI	protein_coding
PF3D7-0311800	ATP_synthase_F0_subunit_d-like_protein%2C_putative	protein_coding
PF3D7-0311900	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-0312000	HTH_domain-containing_protein%2C_putative	protein_coding
PF3D7-0312100	E3_ubiquitin-protein_ligase	protein_coding
PF3D7-0312200	tetratricopeptide_repeat_protein%2C_putative	protein_coding
PF3D7-0312300	RPN12_26S_proteasome_regulatory_subunit_RPN12%2C_putative	protein_coding
PF3D7-0312400	GSK3beta_glycogen_synthase_kinase-3_beta	protein_coding
PF3D7-0312500	MFR3_apicomplexan_amino_acid_transporter_ApiAT10	protein_coding
PF3D7-0312600	tRNA_Valine	tRNA
PF3D7-0312700	tRNA_Isoleucine	tRNA
PF3D7-0312800	60S_ribosomal_protein_L26%2C_putative	protein_coding
PF3D7-0312900	hypothetical_protein	protein_coding
PF3D7-0313000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0313100	HRD3_ubiquitin-protein_ligase%2C_putative	protein_coding
PF3D7-0313200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0313300	YGGT_family_protein%2C_putative	protein_coding
PF3D7-0313400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0313500	PfG_Ras-like_G_protein	protein_coding
PF3D7-0313600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0313700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0313800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0313900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0314000	HSP20-like_chaperone%2C_putative	protein_coding
PF3D7-0314100	vesicle_transport_v-SNARE_protein%2C_putative	protein_coding
PF3D7-0314200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0314300	DER1-2_DER1-like_protein	protein_coding
PF3D7-0314400	PPP6_serine/threonine_protein_phosphatase_6%2C_putative	protein_coding
PF3D7-0314500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0314600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0314700	RNF1_RING_finger_protein_RNF1	protein_coding
PF3D7-0314800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0314900	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0315000	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0315100	eIF4E_eukaryotic_translation_initiation_factor_4E	protein_coding
PF3D7-0315200	CTRP_circumsporozoite-_and_TRAP-related_protein	protein_coding
PF3D7-0315300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0315400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0315500	ribosomal_protein_L47%2C_mitochondrial%2C_putative	protein_coding
PF3D7-0315600	male_development_protein_MD3%2C_putative	protein_coding
PF3D7-0315700	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0315800	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0315900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0316000	MA_microneme_associated_antigen	protein_coding
PF3D7-0316100	ribosomal_protein_L27%2C_mitochondrial%2C_putative	protein_coding
PF3D7-0316200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0316300	PPase_inorganic_pyrophosphatase%2C_putative	protein_coding
PF3D7-0316400	CS_domain-containing_protein%2C_putative	protein_coding
PF3D7-0316500	NUF2_kinetochore_protein_NUF2%2C_putative	protein_coding
PF3D7-0316600	FNT_formate-nitrite_transporter	protein_coding
PF3D7-0316700	YOP1_protein_YOP1%2C_putative	protein_coding
PF3D7-0316800	40S_ribosomal_protein_S15A%2C_putative	protein_coding
PF3D7-0316900	E3_ubiquitin-protein_ligase%2C_putative	protein_coding
PF3D7-0317000	proteasome_subunit_alpha_type-3%2C_putative	protein_coding
PF3D7-0317100	B9_6-cysteine_protein_B9	protein_coding
PF3D7-0317200	CRK4_cdc2-related_protein_kinase_4	protein_coding
PF3D7-0317300	NUP335_nucleoporin_NUP335%2C_putative	protein_coding
PF3D7-0317400	DNA_replication_complex_GINS_protein%2C_putative	protein_coding
PF3D7-0317500	EG5_kinesin-5	protein_coding
PF3D7-0317600	RPS11_40S_ribosomal_protein_S11%2C_putative	protein_coding
PF3D7-0317700	CPSF_(cleavage_and_polyadenylation_specific_factor)%2C_subunit_A%2C_putative	protein_coding
PF3D7-0317800	26S_proteasome_non-ATPase_regulatory_subunit_9%2C_putative	protein_coding
PF3D7-0317900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0318000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0318100	STOML_stomatin-like_protein%2C_putative	protein_coding
PF3D7-0318200	RPB1_DNA-directed_RNA_polymerase_II_subunit_RPB1	protein_coding
PF3D7-0318300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0318400	coiled-coil_domain-containing_protein_CCDC148/CCDC112%2C_putative	protein_coding
PF3D7-0318500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0318600	cleavage_and_polyadenylation_specificity_factor%2C_putative	protein_coding
PF3D7-0318700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0318800	triosephosphate_isomerase%2C_putative	protein_coding
PF3D7-0318900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0319000	ATPase7_P4-type_ATPase_ATP7%2C_putative	protein_coding
PF3D7-0319100	RBX1_E3_ubiquitin-protein_ligase_RBX1%2C_putative	protein_coding
PF3D7-0319200	CCR4-4_CCR4_domain-containing_protein_4%2C_putative	protein_coding
PF3D7-0319300	ubiquitin-conjugating_enzyme_E2%2C_putative	protein_coding
PF3D7-0319400	kinesin-8X	protein_coding
PF3D7-0319500	RNA-binding_protein%2C_putative	protein_coding
PF3D7-0319600	EF-1delta_elongation_factor_1-delta%2C_putative	protein_coding
PF3D7-0319700	ABCI3_ABC_transporter_I_family_member_1%2C_putative	protein_coding
PF3D7-0319800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0319900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0320000	I2_protein_phosphatase_inhibitor_2	protein_coding
PF3D7-0320100	SEC22_protein_transport_protein_SEC22	protein_coding
PF3D7-0320200	CPW-WPC_family_protein	protein_coding
PF3D7-0320300	CCT5_T-complex_protein_1_subunit_epsilon	protein_coding
PF3D7-0320400	Cap380_oocyst_capsule_protein_Cap380	protein_coding
PF3D7-0320500	Nico_nicotinamidase%2C_putative	protein_coding
PF3D7-0320600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0320700	SPC25_signal_peptidase_complex_subunit_2	protein_coding
PF3D7-0320800	DOZI_ATP-dependent_RNA_helicase_DDX6	protein_coding
PF3D7-0320900	H2A.Z_histone_H2A.Z	protein_coding
PF3D7-0321000	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0321100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0321200	ALG7_UDP-N-acetylglucosamine--dolichyl-phosphate_N-acetylglucosaminephosphotransferase%2C_putative	protein_coding
PF3D7-0321300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0321400	pPK1_pseudo_protein_kinase_1%2C_putative	protein_coding
PF3D7-0321500	peptidase%2C_putative	protein_coding
PF3D7-0321600	DDX42_ATP-dependent_RNA_helicase_DDX42%2C_putative	protein_coding
PF3D7-0321700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0321800	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-0321900	CARL_cyclic_amine_resistance_locus_protein	protein_coding
PF3D7-0322000	CYP19A_peptidyl-prolyl_cis-trans_isomerase	protein_coding
PF3D7-0322100	Prt1_RNA_triphosphatase	protein_coding
PF3D7-0322200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0322300	DGAT_diacylglycerol_O-acyltransferase	protein_coding
PF3D7-0322400	regulator_of_initiation_factor_2_(eIF2)	protein_coding
PF3D7-0322500	IscA2_iron-sulfur_assembly_protein%2C_putative	protein_coding
PF3D7-0322600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0322700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0322800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0322900	RPS3A_40S_ribosomal_protein_S3A%2C_putative	protein_coding
PF3D7-0323000	TMA7_translation_machinery-associated_protein_7%2C_putative	protein_coding
PF3D7-0323100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0323200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0323300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0323400	RIPR_Rh5_interacting_protein	protein_coding
PF3D7-0323500	SMN_survival_motor_neuron-like_protein	protein_coding
PF3D7-0323600	BSD_domain-containing_protein%2C_putative	protein_coding
PF3D7-0323700	SART1_U4/U6.U5_tri-snRNP-associated_protein_1%2C_putative	protein_coding
PF3D7-0323800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0323900	VAR_erythrocyte_membrane_protein_1_(PfEMP1)%2C_exon_2%2C_pseudogene	pseudogene
PF3D7-0324000	EPF1_exported_protein_family_1	protein_coding
PF3D7-0324100	MC-2TM_Pfmc-2TM_Maurer's_cleft_two_transmembrane_protein	protein_coding
PF3D7-0324200	EPF3_Plasmodium_exported_protein_(hyp4)%2C_unknown_function	protein_coding
PF3D7-0324300	EPF4_Plasmodium_exported_protein_(hyp5)%2C_unknown_function	protein_coding
