gene_name	description	ebi_biotype
PF3D7-0923800	TRXR_thioredoxin_reductase	protein_coding
PF3D7-0923900	PABP2_polyadenylate-binding_protein_2%2C_putative	protein_coding
PF3D7-0924000	patatin-like_phospholipase%2C_putative	protein_coding
PF3D7-0924100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0924200	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-0924300	TPK_thiamine_pyrophosphokinase	protein_coding
PF3D7-0924400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0924500	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0924600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0924700	SF3A3_splicing_factor_3A_subunit_3%2C_putative	protein_coding
PF3D7-0924800	TRF1_telomeric_repeat_binding_factor_1%2C_putative	protein_coding
PF3D7-0924900	ATAT_alpha-tubulin_N-acetyltransferase%2C_putative	protein_coding
PF3D7-0925000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0925100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0925200	RRP8_ribosomal_RNA-processing_protein_8%2C_putative	protein_coding
PF3D7-0925300	aPRS_prolyl-tRNA_synthetase%2C_putative	protein_coding
PF3D7-0925400	protein_phosphatase-beta	protein_coding
PF3D7-0925500	TLP2_thioredoxin-like_protein_2	protein_coding
PF3D7-0925600	zinc_binding_protein_(Yippee)%2C_putative	protein_coding
PF3D7-0925700	HDAC1_histone_deacetylase_1	protein_coding
PF3D7-0925800	UPF2_regulator_of_nonsense_transcripts_2%2C_putative	protein_coding
PF3D7-0925900	LCN_parasitophorous_vacuolar_protein_5%2C_putative	protein_coding
PF3D7-0926000	protein_kinase%2C_putative	protein_coding
PF3D7-0926100	protein_kinase%2C_putative	protein_coding
PF3D7-0926200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0926300	protein_kinase%2C_putative	protein_coding
PF3D7-0926400	monocarboxylate_transporter%2C_putative	protein_coding
PF3D7-0926500	tetratricopeptide_repeat_protein%2C_putative	protein_coding
PF3D7-0926600	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-0926700	NADSYN_glutamine-dependent_NAD(+)_synthetase%2C_putative	protein_coding
PF3D7-0926800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0926900	replication_termination_factor%2C_putative	protein_coding
PF3D7-0927000	P23_HSP90_co-chaperone_p23	protein_coding
PF3D7-0927100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0927200	gametocyte_development_protein_GD1%2C_putative	protein_coding
PF3D7-0927300	FH_fumarate_hydratase	protein_coding
PF3D7-0927400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0927500	dynein_light_chain%2C_putative	protein_coding
PF3D7-0927600	RNA-binding_protein%2C_putative	protein_coding
PF3D7-0927700	PPP4_serine/threonine_protein_phosphatase_4%2C_putative	protein_coding
PF3D7-0927800	COX5B_cytochrome_c_oxidase_subunit_5B%2C_putative	protein_coding
PF3D7-0927900	PSD_phosphatidylserine_decarboxylase	protein_coding
PF3D7-0928000	COX6B_cytochrome_c_oxidase_subunit_6B%2C_putative	protein_coding
PF3D7-0928100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928150	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0928500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0928800	serine/threonine_protein_kinase%2C_putative	protein_coding
PF3D7-0928900	GK_guanylate_kinase	protein_coding
PF3D7-0929000	TAF7_transcription_initiation_factor_TFIID_subunit_7%2C_putative	protein_coding
PF3D7-0929100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0929200	RNA-binding_protein%2C_putative	protein_coding
PF3D7-0929300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0929400	RhopH2_high_molecular_weight_rhoptry_protein_2	protein_coding
PF3D7-0929500	CH_domain-containing_protein%2C_putative	protein_coding
PF3D7-0929600	G2_protein%2C_putative	protein_coding
PF3D7-0929700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0929800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0929900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0930000	procollagen_lysine_5-dioxygenase%2C_putative	protein_coding
PF3D7-0930100	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-0930200	LRR8_leucine-rich_repeat_protein	protein_coding
PF3D7-0930300	MSP1_merozoite_surface_protein_1	protein_coding
PF3D7-0930400	zinc_finger_protein%2C_putative	protein_coding
PF3D7-0930500	DGK1_diacylglycerol_kinase%2C_putative	protein_coding
PF3D7-0930600	CYP72_peptidyl-prolyl_cis-trans_isomerase	protein_coding
PF3D7-0930700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0930800	regulator_of_chromosome_condensation%2C_putative	protein_coding
PF3D7-0930900	NFU1_NifU-like_protein%2C_putative	protein_coding
PF3D7-0931000	elongation_factor_Tu%2C_putative	protein_coding
PF3D7-0931100	nucleolar_protein_Nop52%2C_putative	protein_coding
PF3D7-0931200	SEL2_selenoprotein_2	protein_coding
PF3D7-0931300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0931400	PUB_domain-containing_protein%2C_putative	protein_coding
PF3D7-0931500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0931600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0931700	PIH1_domain-containing_protein%2C_putative	protein_coding
PF3D7-0931800	proteasome_subunit_beta_type-6%2C_putative	protein_coding
PF3D7-0931900	AKLP2_adenylate_kinase-like_protein_2	protein_coding
PF3D7-0932000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0932100	protein_MAM3%2C_putative	protein_coding
PF3D7-0932200	PFN_profilin	protein_coding
PF3D7-0932300	M18AAP_M18_aspartyl_aminopeptidase	protein_coding
PF3D7-0932400	RF1_peptide_chain_release_factor_1	protein_coding
PF3D7-0932500	DHHC6_palmitoyltransferase_DHHC6%2C_putative	protein_coding
PF3D7-0932600	RPS6_apicoplast_ribosomal_protein_S6%2C_putative	protein_coding
PF3D7-0932700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0932800	CSE1_importin_alpha_re-exporter%2C_putative	protein_coding
PF3D7-0932900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0933000	CSTF_domain-containing_protein%2C_putative	protein_coding
PF3D7-0933100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0933200	calcyclin-binding_protein%2C_putative	protein_coding
PF3D7-0933300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0933400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0933500	gamma-tubulin_complex_component%2C_putative	protein_coding
PF3D7-0933600	QCR1_cytochrome_b-c1_complex_subunit_1%2C_putative	protein_coding
PF3D7-0933700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0933800	tubulin_delta_chain%2C_putative	protein_coding
PF3D7-0933900	Fip1_domain-containing_protein%2C_putative	protein_coding
PF3D7-0934000	histidyl-tRNA_synthetase%2C_putative	protein_coding
PF3D7-0934100	XPD_TFIIH_basal_transcription_factor_complex_helicase_XPD_subunit	protein_coding
PF3D7-0934200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-0934300	ATP8_ATP_synthase-associated_protein%2C_putative	protein_coding
PF3D7-0934400	ApiAP2_AP2_domain_transcription_factor%2C_putative	protein_coding
PF3D7-0934500	V-type_proton_ATPase_subunit_E%2C_putative	protein_coding
PF3D7-0934600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0934700	UBX_domain-containing_protein%2C_putative	protein_coding
PF3D7-0934800	PKAc_cAMP-dependent_protein_kinase_catalytic_subunit	protein_coding
PF3D7-0934900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-0935000	SNRPB2_U2_small_nuclear_ribonucleoprotein_B''%2C_putative	protein_coding
PF3D7-0935100	KSH1_protein_kish%2C_putative	protein_coding
PF3D7-0935200	VPS33_vacuolar_protein_sorting-associated_protein_33%2C_putative	protein_coding
PF3D7-0935300	phosphatidylinositol_N-acetylglucosaminyltransferase_subunit_P%2C_putative	protein_coding
PF3D7-0935390	gdv1_antisense_RNA	ncRNA
PF3D7-0935400	GDV1_gametocyte_development_protein_1	protein_coding
PF3D7-0935500	GEXP22_gametocyte_exported_protein_22	protein_coding
PF3D7-0935600	GIG_gametocytogenesis-implicated_protein	protein_coding
PF3D7-0935700	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0935800	CLAG9_cytoadherence_linked_asexual_protein_9	protein_coding
PF3D7-0935900	REX1_ring-exported_protein_1	protein_coding
PF3D7-0936000	REX2_ring-exported_protein_2	protein_coding
PF3D7-0936100	ETRAMP9_early_transcribed_membrane_protein	protein_coding
PF3D7-0936200	Plasmodium_exported_protein_(hyp11)%2C_unknown_function	protein_coding
PF3D7-0936300	REX3_ring-exported_protein_3	protein_coding
PF3D7-0936400	REX4_ring-exported_protein_4	protein_coding
PF3D7-0936500	VAP1_virulence-associated_protein_1	protein_coding
PF3D7-0936600	GEXP5_Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-0936700	lysophospholipase%2C_putative	protein_coding
PF3D7-0936800	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-0936900	Plasmodium_exported_protein_(PHISTb)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-0937000	MEC_domain-containing_protein	protein_coding
PF3D7-0937100	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-0937200	lysophospholipase%2C_putative	protein_coding
PF3D7-0937300	RIF_PIR_protein	protein_coding
PF3D7-0937400	RIF_PIR_protein	protein_coding
PF3D7-0937500	RIF_PIR_protein	protein_coding
PF3D7-0937600	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-0937700	RIF_PIR_protein	protein_coding
PF3D7-0937800	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-1000100	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-1000200	RIF_PIR_protein	protein_coding
PF3D7-1000300	RIF_PIR_protein	protein_coding
PF3D7-1000400	RIF_PIR_protein	protein_coding
PF3D7-1000500	RIF_PIR_protein	protein_coding
PF3D7-1000600	RIF_PIR_protein	protein_coding
PF3D7-1000700	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1000800	PIR_protein%2C_pseudogene	pseudogene
PF3D7-1000900	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-1001000	CSA-L_Plasmodium_exported_protein_(hyp12)	protein_coding
PF3D7-1001100	ACBP1_acyl-CoA_binding_protein%2C_isoform_1%2C_ACBP1	protein_coding
PF3D7-1001200	ACBP2_acyl-CoA_binding_protein%2C_isoform_2%2C_ACBP2	protein_coding
PF3D7-1001300	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function	protein_coding
PF3D7-1001400	XL1_exported_lipase_1	protein_coding
PF3D7-1001500	ETRAMP10_early_transcribed_membrane_protein_10.1	protein_coding
PF3D7-1001600	XL2_exported_lipase_2	protein_coding
PF3D7-1001700	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-1001800	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-1001900	PfJ23_Plasmodium_exported_protein_(hyp16)%2C_unknown_function	protein_coding
PF3D7-1002000	Plasmodium_exported_protein_(hyp2)%2C_unknown_function	protein_coding
PF3D7-1002100	PTP5_EMP1-trafficking_protein	protein_coding
PF3D7-1002200	PArt_tryptophan-rich_antigen_3	protein_coding
PF3D7-1002300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1002400	TRA2B_transformer-2_protein_homolog_beta%2C_putative	protein_coding
PF3D7-1002500	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1002600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1002700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1002800	DnaJ_protein%2C_putative	protein_coding
PF3D7-1002900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1003000	guanylate_cyclase_organizer_UGO%2C_putative	protein_coding
PF3D7-1003100	C4AP3_respiratory_chain_complex_4_associated_protein_3	protein_coding
PF3D7-1003200	ribosome-binding_factor_A%2C_putative	protein_coding
PF3D7-1003300	ARD1_N-terminal_acetyltransferase_A_complex_catalytic_subunit_ARD1%2C_putative	protein_coding
PF3D7-1003400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1003500	40S_ribosomal_protein_S20e%2C_putative	protein_coding
PF3D7-1003600	IMC1c_inner_membrane_complex_protein_1c%2C_putative	protein_coding
PF3D7-1003700	MKT1_domain-containing_protein%2C_putative	protein_coding
PF3D7-1003800	EFTUD2_U5_small_nuclear_ribonucleoprotein_component%2C_putative	protein_coding
PF3D7-1003900	dynein_attachment_factor-domain_containing_protein%2C_putative	protein_coding
PF3D7-1004000	60S_ribosomal_protein_L13%2C_putative	protein_coding
PF3D7-1004100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1004200	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1004300	RFUL_RING_finger_E3_ubiquitin-protein_ligase	protein_coding
PF3D7-1004400	RNA-binding_protein%2C_putative	protein_coding
PF3D7-1004500	AKIT2_apicomplexan_kinetochore_protein_2%2C_putative	protein_coding
PF3D7-1004600	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1004700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1004800	AAC2_ADP%2CATP_carrier_protein_2	protein_coding
PF3D7-1004900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1005000	MRSapi_methionine--tRNA_ligase%2C_putative	protein_coding
PF3D7-1005100	UTP25_U3_small_nucleolar_RNA-associated_protein_25%2C_putative	protein_coding
PF3D7-1005200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1005300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1005400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1005500	UPF1_regulator_of_nonsense_transcripts_1%2C_putative	protein_coding
PF3D7-1005600	DnaJ_protein%2C_putative	protein_coding
PF3D7-1005700	peptidase%2C_putative	protein_coding
PF3D7-1005800	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1005900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1006000	IMP4_IMP1-like_protein%2C_putative	protein_coding
PF3D7-1006100	NOT5_CCR4-NOT_transcription_complex_subunit_5%2C_putative	protein_coding
PF3D7-1006200	ALBA3_DNA/RNA-binding_protein_Alba_3	protein_coding
PF3D7-1006300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1006400	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1006500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1006600	PhLP3_phosducin-like_protein_3%2C_putative	protein_coding
PF3D7-1006700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1006800	GBP2_single-strand_telomeric_DNA-binding_protein_GBP2	protein_coding
PF3D7-1006900	PPPDE_peptidase%2C_putative	protein_coding
PF3D7-1007000	TMEM147_transmembrane_protein_147%2C_putative	protein_coding
PF3D7-1007100	roadblock/LC7_domain-containing_protein%2C_putative	protein_coding
PF3D7-1007200	rho_GTPase-activating_protein%2C_putative	protein_coding
PF3D7-1007300	RING_zinc_finger_protein%2C_putative	protein_coding
PF3D7-1007400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1007500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1007600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1007700	AP2-I_AP2_domain_transcription_factor_AP2-I	protein_coding
PF3D7-1007800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1007900	EIF3D_eukaryotic_translation_initiation_factor_3_subunit_D%2C_putative	protein_coding
PF3D7-1008000	HDA2_histone_deacetylase_2	protein_coding
PF3D7-1008100	PHD1_PHD_finger_protein_PHD1	protein_coding
PF3D7-1008200	flap_endonuclease%2C_putative	protein_coding
PF3D7-1008300	AP-5_complex_subunit_sigma-1%2C_putative%2C_pseudogene	pseudogene
PF3D7-1008400	RPT2_26S_proteasome_AAA-ATPase_subunit_RPT2%2C_putative	protein_coding
PF3D7-1008500	protein_GPR89%2C_putative	protein_coding
PF3D7-1008600	zinc_finger_(CCCH_type)_protein%2C_putative	protein_coding
PF3D7-1008700	tubulin_beta_chain	protein_coding
PF3D7-1008800	NOP5_nucleolar_protein_5%2C_putative	protein_coding
PF3D7-1008900	AK1_adenylate_kinase	protein_coding
PF3D7-1009000	DPH5_diphthine_methyl_ester_synthase%2C_putative	protein_coding
PF3D7-1009100	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1009200	ribonuclease%2C_putative	protein_coding
PF3D7-1009300	AMP-binding_protein%2C_putative	protein_coding
PF3D7-1009400	ZNF2_zinc_finger_protein%2C_putative	protein_coding
PF3D7-1009500	metalloprotease%2C_putative	protein_coding
PF3D7-1009600	PPM10_protein_phosphatase_PPM10%2C_putative	protein_coding
PF3D7-1009700	tubulin--tyrosine_ligase%2C_putative	protein_coding
PF3D7-1009800	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1009900	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1010000	ribosomal_protein_L43%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1010100	PI31_domain-containing_protein%2C_putative	protein_coding
PF3D7-1010200	DNA2/NAM7_helicase%2C_putative	protein_coding
PF3D7-1010300	SDH4_succinate_dehydrogenase_subunit_4%2C_putative	protein_coding
PF3D7-1010400	MORN_repeat_protein%2C_putative	protein_coding
PF3D7-1010500	ankyrin-repeat_protein%2C_putative	protein_coding
PF3D7-1010600	eIF2beta_eukaryotic_translation_initiation_factor_2_subunit_beta	protein_coding
PF3D7-1010700	dolichyl-phosphate-mannose--protein_mannosyltransferase%2C_putative	protein_coding
PF3D7-1010800	50S_ribosomal_protein_L22%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1010900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1011000	ISP1_inner_membrane_complex_sub-compartment_protein_1	protein_coding
PF3D7-1011100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1011200	BET1_BET1-like_protein%2C_putative	protein_coding
PF3D7-1011300	ARV1_protein_ARV1%2C_putative	protein_coding
PF3D7-1011400	proteasome_subunit_beta_type-5	protein_coding
PF3D7-1011500	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1011600	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1011700	RAD23_DNA_repair_protein_RAD23%2C_putative	protein_coding
PF3D7-1011800	PREBP_PRE-binding_protein	protein_coding
PF3D7-1011900	HO_heme_oxygenase	protein_coding
PF3D7-1012000	RING_zinc_finger_protein%2C_putative	protein_coding
PF3D7-1012100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1012200	RA_rhoptry_associated_adhesin	protein_coding
PF3D7-1012300	QCR7_complex_III_subunit_7%2C_putative	protein_coding
PF3D7-1012400	HGPRT_hypoxanthine-guanine_phosphoribosyltransferase	protein_coding
PF3D7-1012500	phosphoglucomutase%2C_putative	protein_coding
PF3D7-1012600	GMPS_GMP_synthase_[glutamine-hydrolyzing]	protein_coding
PF3D7-1012700	NIF4_NLI_interacting_factor-like_phosphatase%2C_putative	protein_coding
PF3D7-1012800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1012900	ATG18_autophagy-related_protein_18	protein_coding
PF3D7-1013000	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1013100	UTP13_U3_small_nucleolar_RNA-associated_protein_13%2C_putative	protein_coding
PF3D7-1013200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1013300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1013400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1013500	PI-PLC_phosphoinositide-specific_phospholipase_C	protein_coding
PF3D7-1013600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1013700	thioredoxin-like_protein%2C_putative	protein_coding
PF3D7-1013800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1013900	translation_initiation_factor_eIF-2B_subunit_delta%2C_putative	protein_coding
PF3D7-1014000	FS_GDP-L-fucose_synthase	protein_coding
PF3D7-1014100	MSA180_merozoite_surface_protein_MSA180	protein_coding
PF3D7-1014200	HAP2_male_gamete_fusion_factor_HAP2	protein_coding
PF3D7-1014300	SPRY_domain-containing_protein%2C_putative	protein_coding
PF3D7-1014400	MRK_MO15-related_protein_kinase	protein_coding
PF3D7-1014500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1014600	ADA2_transcriptional_coactivator_ADA2	protein_coding
PF3D7-1014700	PHB2_prohibitin_2%2C_putative	protein_coding
PF3D7-1014800	EF_hand_domain-containing_protein%2C_putative	protein_coding
PF3D7-1014900	KIC8_Kelch13_interaction_candidate_KIC8	protein_coding
PF3D7-1015000	FAD_synthetase%2C_putative	protein_coding
PF3D7-1015100	CWC16_domain-containing_protein%2C_putative	protein_coding
PF3D7-1015200	CysRS_cysteine--tRNA_ligase	protein_coding
PF3D7-1015300	METAP1b_methionine_aminopeptidase_1b%2C_putative	protein_coding
PF3D7-1015400	RMI1_domain-containing_protein%2C_putative	protein_coding
PF3D7-1015500	nucleotidyltransferase%2C_putative	protein_coding
PF3D7-1015600	HSP60_heat_shock_protein_60	protein_coding
PF3D7-1015700	tubulin_binding_cofactor_c%2C_putative	protein_coding
PF3D7-1015800	ribonucleoside-diphosphate_reductase_small_chain%2C_putative	protein_coding
PF3D7-1015900	ENO_enolase	protein_coding
PF3D7-1016000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1016100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1016200	Rab3_GTPase-activating_protein_non-catalytic_subunit%2C_putative	protein_coding
PF3D7-1016300	GBP130_glycophorin_binding_protein	protein_coding
PF3D7-1016400	FIKK10.1_serine/threonine_protein_kinase%2C_FIKK_family	protein_coding
PF3D7-1016500	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-1016600	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-1016700	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-1016800	Plasmodium_exported_protein_(PHISTc)%2C_unknown_function	protein_coding
PF3D7-1016900	ETRAMP10.3_early_transcribed_membrane_protein_10.3	protein_coding
PF3D7-1017000	DNA_polymerase_delta_catalytic_subunit	protein_coding
PF3D7-1017100	RON12_rhoptry_neck_protein_12	protein_coding
PF3D7-1017200	enoyl-CoA_hydratase-related_protein%2C_putative	protein_coding
PF3D7-1017300	GRASP_golgi_re-assembly_stacking_protein_2	protein_coding
PF3D7-1017400	HAD5_haloacid_dehalogenase-like_hydrolase	protein_coding
PF3D7-1017500	ELC_myosin_essential_light_chain_ELC	protein_coding
PF3D7-1017600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1017700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1017800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1017900	RPN5_26S_proteasome_regulatory_subunit_p55%2C_putative	protein_coding
PF3D7-1018000	tRNA_pseudouridine_synthase%2C_putative	protein_coding
PF3D7-1018100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1018200	PPP8_serine/threonine_protein_phosphatase_8%2C_putative	protein_coding
PF3D7-1018300	peptidase%2C_putative	protein_coding
PF3D7-1018400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1018500	RDS3_pre-mRNA-splicing_factor_RDS3%2C_putative	protein_coding
PF3D7-1018600	tRNA_wybutosine-synthesizing_protein%2C_putative	protein_coding
PF3D7-1018700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1018800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1018900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1019000	eukaryotic_translation_initiation_factor_subunit_eIF2A%2C_putative	protein_coding
PF3D7-1019100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1019200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1019300	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1019400	60S_ribosomal_protein_L30e%2C_putative	protein_coding
PF3D7-1019500	TMEM94_domain-containing_protein%2C_putative	protein_coding
PF3D7-1019600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1019700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1019800	tRNA_methyltransferase%2C_putative	protein_coding
PF3D7-1019900	ATG8_autophagy-related_protein_8	protein_coding
PF3D7-1020000	RBM34_RNA-binding_protein_34%2C_putative	protein_coding
PF3D7-1020100	flagellar_outer_arm_dynein-associated_protein%2C_putative	protein_coding
PF3D7-1020200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1020300	cytoplasmic_dynein_intermediate_chain%2C_putative	protein_coding
PF3D7-1020400	RCM1_rRNA_(cytosine-C(5))-methyltransferase%2C_putative	protein_coding
PF3D7-1020500	ribosomal_silencing_factor_RsfS%2C_putative	protein_coding
PF3D7-1020600	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1020700	N-acetyltransferase%2C_GNAT_family%2C_putative	protein_coding
PF3D7-1020800	DLAT_dihydrolipoamide_acyltransferase_component_E2	protein_coding
PF3D7-1020900	ARF1_ADP-ribosylation_factor_1	protein_coding
PF3D7-1021000	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1021100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1021200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1021300	apicoplast_integral_membrane_protein%2C_putative	protein_coding
PF3D7-1021400	endomembrane_protein_70%2C_putative	protein_coding
PF3D7-1021500	ROK1_ATP-dependent_RNA_helicase_ROK1%2C_putative	protein_coding
PF3D7-1021600	DPA_deoxyribose-phosphate_aldolase%2C_putative	protein_coding
PF3D7-1021700	VPS13_domain-containing_protein%2C_putative	protein_coding
PF3D7-1021800	SEA1_schizont_egress_antigen-1	protein_coding
PF3D7-1021900	10b_antigen	protein_coding
PF3D7-1022000	RNA-binding_protein_UIS12%2C_putative	protein_coding
PF3D7-1022100	methyltransferase%2C_putative	protein_coding
